,cleaned_title,date,source,source_type,language,sentiment,emotions,emotion_scores
172,When can AI become a professional financial analyst,2023-11-05,GTT KOREA,Other,ko,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.4965573251247406, 0.2523166835308075, 0.12880530953407288, 0.12232072651386261]"
173,Artificial Intelligence (AI) in Medical Market to Develop New Growth ...,2023-11-05,Argyle Report,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.37879323959350586, 0.3590543270111084, 0.21194083988666534, 0.05021151900291443]"
174,Enterprise Artificial Intelligence (AI) Market Growing Rapidly by ...,2023-11-05,Argyle Report,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.35490208864212036, 0.29214680194854736, 0.24896827340126038, 0.10398288816213608]"
175,Tech News | ✓AI Chatbot: AI Chatbot did illegal financial trading and also lied about it,2023-11-05,LatestLY हिन्दी,Other,hi,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7738296985626221, 0.14123423397541046, 0.0454384945333004, 0.03949756547808647]"
176,AI Safety Summit 2023: Artificial Intelligence Chatbot GPT-4 Performed Illegal Financial Trade and Lied,2023-11-05,LatestLY,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.91515052318573, 0.0665775015950203, 0.01156616397202015, 0.00670585734769702]"
177,AI Pioneer Kai-Fu Lee Builds $1 Billion Startup in Eight Months,2023-11-05,Yahoo Finance UK,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3185334801673889, 0.28747937083244324, 0.23129189014434814, 0.1626952588558197]"
178,"Elon Musk’s AI Venture, xAI, to Launch First Model Amid Industry Buzz",2023-11-05,Next Gen HERo,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.8537902235984802, 0.0900416299700737, 0.029540861025452614, 0.02662723883986473]"
179,Best Artificial Intelligence (AI) Stock to Buy: Snowflake vs. Datadog,2023-11-05,The Motley Fool,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.28215426206588745, 0.27220264077186584, 0.23244868218898773, 0.21319442987442017]"
180,Apple CEO Tim Cook calls artificial intelligence a fundamental technology and is investing in generative AI,2023-11-04,科技讯,Other,zh,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3170783221721649, 0.25377485156059265, 0.24028892815113068, 0.18885794281959534]"
181,Is This Artificial Intelligence (AI) Stock-Split Stock a Buy After Q3 ...,2023-11-04,The Motley Fool,Blog,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.30394986271858215, 0.29461708664894104, 0.2506575584411621, 0.15077553689479828]"
182,"China to Drive Development of AI, Robots to Boost Growth – SCMP",2023-11-04,Asia Financial,Other,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.3284267783164978, 0.3059352934360504, 0.19845718145370483, 0.16718074679374695]"
183,Elon Musk Unveils XAI Startup: AI Debut Sends Crypto Token Soaring,2023-11-04,TronWeekly,Magazine,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.7338062524795532, 0.13977016508579254, 0.10084201395511627, 0.025581583380699158]"
184,2 Artificial Intelligence (AI) Growth Stocks to Buy Hand Over Fist in ...,2023-11-04,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.570094883441925, 0.24202971160411835, 0.11707454919815063, 0.07080083340406418]"
185,It's Like I Created a Baby': An AI Matriarch Appraises Her Offspring,2023-11-04,The Information,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.4652298092842102, 0.30955052375793457, 0.18766866624355316, 0.03755102679133415]"
186,Insight Enterprises suits up AI chatbot for South Australian education,2023-11-03,ARNnet,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.2871754765510559, 0.2608969509601593, 0.25397351384162903, 0.19795404374599457]"
187,"Riding high on the AI wave, are Indian tech startups missing the bus on innovation?",2023-11-03,The Economic Times,News Outlet,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.49814844131469727, 0.2081594467163086, 0.17066319286823273, 0.12302891910076141]"
188,"Xiao-I Launches Hua Zang Universal LLM Ecosystem, Empowering Enterprises to Customize and Launch AI-Driven Services and Products",2023-11-03,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.322990357875824, 0.30972525477409363, 0.27809882164001465, 0.08918555825948715]"
189,1 Top Data Center Stock to Bet on Cloud AI,2023-11-03,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4805203080177307, 0.2324685901403427, 0.20498965680599213, 0.08202148973941803]"
190,Shinhan AI introduces GPT service that answers the stock market,2023-11-03,바이라인네트워크,Other,ko,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.3399661183357239, 0.2984098494052887, 0.20542451739311218, 0.15619949996471405]"
191,UiA spends 35 million on developing its own artificial intelligence,2023-11-03,Khrono,Other,no,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.38138797879219055, 0.22084829211235046, 0.2173043191432953, 0.1804593950510025]"
192,"AI Chatbot·ChatGPT related stocks, ‘rising’ Polaris Office, Saltlux, Conan Technology, Selvas AI, Mind AI… ‘falling’ ISU PETASYS",2023-11-03,포인트데일리,Other,ko,negative,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.5304312705993652, 0.24319761991500854, 0.1313372105360031, 0.09503383189439774]"
193,Thomson Reuters to spend more than $100 million annually on generative AI,2023-11-03,IT World Canada,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.344218909740448, 0.22177842259407043, 0.22060447931289673, 0.21339815855026245]"
194,Elon Musk’s AI startup is about to release its tech to a ‘select group’—and he says it’s ‘the best that exists’ on the market,2023-11-03,Fortune,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.4408327341079712, 0.21384024620056152, 0.20755529403686523, 0.13777180016040802]"
195,Most execs do not see AI shrinking financial teams,2023-11-03,CFO Dive,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.4868483245372772, 0.4406917691230774, 0.047814931720495224, 0.024644972756505013]"
196,2 Artificial Intelligence (AI) Stocks That Could Go Parabolic,2023-11-03,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.6817513108253479, 0.1554432213306427, 0.11953522264957428, 0.0432703010737896]"
197,Pro Weekly: Behind the Explosion of Generative AI Startups,2023-11-03,The Information,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.46300724148750305, 0.3878122568130493, 0.09478012472391129, 0.05440039187669754]"
198,"Want AI buy-in at work? Champion transparency, research finds",2023-11-03,CIO Dive,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.32119274139404297, 0.23968181014060974, 0.22861264646053314, 0.21051280200481415]"
199,New startup hopes to tap into both the AI boom and creator economy,2023-11-03,Digiday,Other,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.32040125131607056, 0.2545090615749359, 0.2185080200433731, 0.20658166706562042]"
200,Tech Giants Spend Billions on AI Startups—and Get Just as Much ...,2023-11-03,The Wall Street Journal,Academic Journal,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.4447054862976074, 0.23948301374912262, 0.15914997458457947, 0.15666154026985168]"
201,How to bootstrap an AI startup,2023-11-03,TechCrunch,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3278748691082001, 0.2767752408981323, 0.24242427945137024, 0.15292565524578094]"
202,Why SoundHound AI Stock Fell 21% In October,2023-11-03,The Motley Fool,Blog,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8778045177459717, 0.06299273669719696, 0.030027447268366814, 0.029175279662013054]"
203,BuzzFeed’s Struggles Continue As It Banks On Gen AI And Long ...,2023-11-03,AdExchanger,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.8230873346328735, 0.15373755991458893, 0.014140130952000618, 0.009034975431859493]"
204,Five9 Earnings: International Expansion and AI Growth Offset Soft ...,2023-11-03,Morningstar,Other,en,positive,"['Optimism', 'Skepticism', 'Excitement', 'Concern']","[0.4565715789794922, 0.2605226933956146, 0.1485326737165451, 0.13437311351299286]"
205,Zoom AI Companion is popular: used 1 million times in 2 months,2023-11-03,DutchCowboys,Other,nl,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.35707521438598633, 0.3416246771812439, 0.21150396764278412, 0.08979609608650208]"
206,Elon Musk says his new startup xAI will debut its artificial intelligence Saturday,2023-11-03,CNBC,News Outlet,en,positive,"['Excitement', 'Skepticism', 'Concern', 'Optimism']","[0.3667929172515869, 0.28596314787864685, 0.21424679458141327, 0.13299717009067535]"
207,"New age of AI will lead to opportunities, growth: Microsoft’s Satya Nadella",2023-11-02,Khaleej Times,News Outlet,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.5177015066146851, 0.3657902479171753, 0.08376923948526382, 0.032739002257585526]"
208,Why venture capital is a better AI play than large-cap equities,2023-11-02,Top1000funds.com,Other,en,positive,"['Skepticism', 'Excitement', 'Concern', 'Optimism']","[0.37082406878471375, 0.26332080364227295, 0.19683685898780823, 0.16901826858520508]"
209,"AI Based Chatbots Market Analysis, Segments, Growth and Value ...",2023-11-02,Argyle Report,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.2731625437736511, 0.26247110962867737, 0.25364333391189575, 0.21072301268577576]"
210,KT presents AI ‘faith’-based solution at Gwangju Startup Festival,2023-11-02,이지경제,Other,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.41491207480430603, 0.3153071999549866, 0.21478267014026642, 0.054998114705085754]"
211,Google Cloud’s Vertex AI Search adds new enterprise-ready ...,2023-11-02,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.3151583969593048, 0.2727944552898407, 0.25143858790397644, 0.16060857474803925]"
212,Ukraine Is Using AI to Help Clear Millions of Landmines,2023-11-02,TIME,Magazine,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.5380808115005493, 0.21655811369419098, 0.15729790925979614, 0.08806314319372177]"
213,Nvidia And Microsoft Stock Are Getting An Artificial Intelligence ...,2023-11-02,Investor's Business Daily,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.45558837056159973, 0.27473312616348267, 0.14916792511940002, 0.12051048129796982]"
214,Artificial intelligence (AI) market 2023-2027; North America is estimated to contribute 56% to the growth of the global market - Technavio,2023-11-02,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.36872395873069763, 0.3160197138786316, 0.27055102586746216, 0.04470529407262802]"
215,IBM Launches Generative AI Coding Assistant for Enterprise ...,2023-11-02,Voicebot.ai,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.2958538830280304, 0.2787210941314697, 0.21618042886257172, 0.20924459397792816]"
216,“It really made a difference.” McKinsey helps incubate AI startups,2023-11-02,McKinsey,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3055776059627533, 0.24248440563678741, 0.23299381136894226, 0.21894416213035583]"
217,1 Incredibly Cheap Artificial Intelligence (AI) Semiconductor Stock ...,2023-11-02,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5006675124168396, 0.2871111035346985, 0.125418022274971, 0.08680340647697449]"
218,"DataStax Launches RAGStack, an Out-of-the-box Retrieval Augment Generation Solution, to Simplify RAG Implementations for Enterprises Building Generative AI Applications",2023-11-02,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.28601449728012085, 0.2720659673213959, 0.22995173931121826, 0.21196778118610382]"
219,Generative AI to reignite mobile phone growth says MediaTek CTO,2023-11-02,DIGITIMES,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3468402922153473, 0.33082613348960876, 0.17296120524406433, 0.14937232434749603]"
220,"The Information Policy Council today released the ""AI Software Development Guidelines"" 6 major aspects to establish responsible operations for enterprises",2023-11-02,Yahoo,Other,ko,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.3439866304397583, 0.25880154967308044, 0.21982403099536896, 0.1773877739906311]"
221,Former Paige.AI CEO Launches Microbiome Profiling Startup,2023-11-02,MedCity News,News Outlet,en,positive,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.33974188566207886, 0.2658335864543915, 0.21752628684043884, 0.17689821124076843]"
222,Responsiv Raises $3M to Build the AI Assistant for In-House Legal,2023-11-02,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.305524617433548, 0.2924158275127411, 0.20320647954940796, 0.19885307550430298]"
223,Lemonade Stock Skyrockets 37% on This Artificial Intelligence (AI ...,2023-11-02,The Motley Fool,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.47532209753990173, 0.24288159608840942, 0.18380703032016754, 0.09798926115036011]"
224,Fintechs And Bigtechs Share The Spoils As Gen AI Reshapes Financial Services,2023-11-02,Forbes,Magazine,en,positive,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.3113166093826294, 0.2922119200229645, 0.21414150297641754, 0.18232998251914978]"
225,Shield AI Raises Another $200 Million In Funding To Scale V-BAT ...,2023-11-02,Avionics International,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.5165968537330627, 0.20021158456802368, 0.19603510200977325, 0.08715642988681793]"
226,2 Artificial Intelligence (AI) Growth Stocks That Can Join Apple and ...,2023-11-02,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.6753803491592407, 0.22159679234027863, 0.06913161277770996, 0.03389127925038338]"
227,New AI Startup Freeplay Helps Companies Test and Build LLM ...,2023-11-02,Robots.net,Other,en,positive,"['Optimism', 'Concern', 'Skepticism', 'Excitement']","[0.2536547780036926, 0.24915950000286102, 0.24907320737838745, 0.2481125295162201]"
228,Top! This Mutual Fund Investment Platform Uses AI Technology,2023-11-01,CNBC Indonesia,News Outlet,id,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.9144682884216309, 0.0671224594116211, 0.010993851348757744, 0.007415412925183773]"
229,"AI Is About to Remake the PC. Dell, HP Stock Look Like Buys.",2023-11-01,Barron's,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.2947108745574951, 0.2698582410812378, 0.26640012860298157, 0.16903077065944672]"
230,Reliable renewable energy to fuel AI growth,2023-11-01,Daijiworld.com,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.46657636761665344, 0.2577778100967407, 0.20764142274856567, 0.06800435483455658]"
231,Could an AI chatbot fix your finances?,2023-11-01,The Week,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.46577882766723633, 0.1900249570608139, 0.17418527603149414, 0.17001089453697205]"
232,Indonesian startup Mimin expands Generative AI services to ...,2023-11-01,TechNode Global,Blog,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.35068947076797485, 0.2371916025876999, 0.22524550557136536, 0.1868734359741211]"
233,Dell AI: Why can enterprises not hold back on generative AI?,2023-11-01,Tech Wire Asia,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.33389565348625183, 0.2759866714477539, 0.26164689660072327, 0.128470778465271]"
234,2 Little-Known Artificial Intelligence (AI) Growth Stocks to Buy Before ...,2023-11-01,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4622003436088562, 0.24174126982688904, 0.17012475430965424, 0.1259337067604065]"
235,"Jona, a Personalized Health Company Using AI to Analyze the Gut Microbiome, Launches with $5M in Funding",2023-11-01,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.46705496311187744, 0.3581540286540985, 0.10098292678594589, 0.07380804419517517]"
236,"Artificial Intelligence Threatens Millions Of Jobs, But It's A ...",2023-11-01,LatinTimes,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.7334656715393066, 0.21202151477336884, 0.029859570786356926, 0.024653207510709763]"
237,2 Artificial Intelligence-Powered Growth Stocks to Buy Now,2023-11-01,msnNOW,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5530089735984802, 0.3189118206501007, 0.07047644257545471, 0.05760287493467331]"
238,Artificial Intelligence already working one million hours a year for ...,2023-11-01,LBC,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.515484094619751, 0.19100962579250336, 0.1512422114610672, 0.14226403832435608]"
239,"UK invests $273 million in AI supercomputer as it seeks to compete with U.S., China",2023-11-01,CNBC,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.5390854477882385, 0.21268998086452484, 0.16849160194396973, 0.07973292469978333]"
240,The State of AI in the Enterprise 2023: AI Investment Trends,2023-11-01,Spiceworks News and Insights,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.326362282037735, 0.23372280597686768, 0.22832989692687988, 0.21158501505851746]"
241,10 Best AI Startups in India to Join in 2024,2023-11-01,Analytics Insight,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.33921173214912415, 0.2951628267765045, 0.20651546120643616, 0.15910999476909637]"
242,Artificial Intelligence Fueling Colossal Stock Market Shift,2023-11-01,RealClearMarkets,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.4785867929458618, 0.27257239818573, 0.18059465289115906, 0.06824621558189392]"
243,ChatGPT Update Could Ruin Many AI Startups,2023-11-01,Decrypt en Español,Other,es,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.8706639409065247, 0.10390853136777878, 0.017253398895263672, 0.008174106478691101]"
244,"SK Corporation C&C holds 'Prompt Utilization Meetup' in finance, communications, and manufacturing... Sharing cases for generative AI performance",2023-11-01,테크M,Other,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3235846161842346, 0.300588458776474, 0.2722000181674957, 0.10362692922353745]"
245,Open Society and Other Funders Launch New Initiative to Ensure AI ...,2023-11-01,Open Society Foundations,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.4989175796508789, 0.20975948870182037, 0.1500631421804428, 0.14125977456569672]"
246,"Signal: Shield AI raises $200m in Series F funding round, securing ...",2023-11-01,Airforce Technology,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4995160698890686, 0.21291440725326538, 0.18191426992416382, 0.10565532743930817]"
247,Being Predictive: Financial AI and the Regulatory Future,2023-11-01,Cato Institute,Academic Journal,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.3783819377422333, 0.28841865062713623, 0.22965538501739502, 0.10354404896497726]"
248,UK Financial Regulators Publish Response to AI Consultation ...,2023-11-01,Debevoise & Plimpton LLP,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.43188080191612244, 0.3253539800643921, 0.1266925036907196, 0.11607266962528229]"
249,"Here is What to Know Beyond Why C3.ai, Inc. (AI) is a Trending Stock",2023-11-01,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Skepticism', 'Concern', 'Optimism']","[0.3389466106891632, 0.2320784628391266, 0.22981898486614227, 0.19915597140789032]"
250,"RiXtrema to Launch RemAI, an AI Tool with the Power to Revolutionize Research, Communication, and Trading in Financial Markets",2023-11-01,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3847358822822571, 0.2444610595703125, 0.20734228193759918, 0.16346071660518646]"
251,Chroma Reaches Major Milestone: More Than One Million Computers Ran Its Vector Database for Building LLM AI Applications Last Month,2023-11-01,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3561338186264038, 0.33922863006591797, 0.22057977318763733, 0.0840577706694603]"
252,"Spain calls to protect ""fundamental rights"" in the face of the emergence of AI",2023-11-01,Infobae,Other,es,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7867431640625, 0.0989140123128891, 0.06564231216907501, 0.04870050027966499]"
253,Majority of Enterprises will Deploy AI Apps or APIs in Production ...,2023-10-12,Campus Technology,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.5138259530067444, 0.19823460280895233, 0.17939215898513794, 0.10854725539684296]"
254,UK Tech Festival Showcases Startups Using AI for Creative Industries,2023-10-12,Nvidia,Blog,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.3856930732727051, 0.27540409564971924, 0.21035532653331757, 0.12854744493961334]"
255,"Romanian AI-based platform for used cars raises EUR 300,000 in its first funding round - Romania",2023-10-12,Romania-Insider.com,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3039628863334656, 0.29111120104789734, 0.2899183928966522, 0.11500751227140427]"
256,Lakera and Deasie raise funding to make AI large language models ...,2023-10-12,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.481315940618515, 0.22954869270324707, 0.1469762921333313, 0.1421591192483902]"
257,80% of Enterprises will Deploy AI Apps or APIs in Production ...,2023-10-12,T.H.E. Journal,Academic Journal,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.39276835322380066, 0.30856072902679443, 0.162265807390213, 0.1364051252603531]"
258,AI 'co-partner' Ellie backed with £2.3m pre-seed funding,2023-10-12,BusinessCloud,News Outlet,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.4280712902545929, 0.28880926966667175, 0.19398881494998932, 0.08913063257932663]"
259,1 Artificial Intelligence (AI) Stock to Buy Now That Could Soar Like ...,2023-10-12,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.6741018891334534, 0.22895793616771698, 0.06321536004543304, 0.03372479975223541]"
260,SoundHound AI Voice-Enables New Vehicle Intelligence Domain For Instant Hands-Free Access To Car Manual,2023-10-12,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.407799631357193, 0.23445644974708557, 0.21462500095367432, 0.14311890304088593]"
261,Alteryx accelerates enterprise-wide generative AI adoption with Alteryx AiDIN...,2023-10-12,PR TIMES,News Outlet,ja,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.29399269819259644, 0.2642962634563446, 0.24960938096046448, 0.19210171699523926]"
262,LG CNS launches generative AI platform for enterprises... 4 LLM options available,2023-10-12,연합뉴스,Other,ko,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.31684890389442444, 0.2533710300922394, 0.22982484102249146, 0.19995523989200592]"
263,GE HealthCare Signs $44 Million Contract with BARDA to Develop Artificial Intelligence-Augmented Ultrasound Technology to Aid Clinicians in Diagnosing and Treating Traumatic Injury and Enhance National Preparedness for Mass Casualty Incidents,2023-10-12,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.5809102058410645, 0.17708715796470642, 0.12778827548027039, 0.11421435326337814]"
264,1 Magnificent Artificial Intelligence (AI) Stock That Cathie Wood Is ...,2023-10-12,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.6434378027915955, 0.16184177994728088, 0.13994050025939941, 0.05477994307875633]"
265,London AI startup TitanML bags $2.8M launching AI-Powered LLM ...,2023-10-12,Tech.eu,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.28732624650001526, 0.27841711044311523, 0.2359376847743988, 0.1983189582824707]"
266,"80% of enterprises will have incorporated AI by 2026, according to a Gartner report",2023-10-12,ZDNet,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.31358733773231506, 0.25917360186576843, 0.25688692927360535, 0.17035208642482758]"
267,Box and OpenAI CEOs discuss the future of enterprise AI,2023-10-12,TechTarget,Blog,en,positive,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.2707602083683014, 0.25981783866882324, 0.23975762724876404, 0.22966432571411133]"
268,Q&A: How Discover Financial Services created an AI governance council,2023-10-12,Computerworld,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.44227781891822815, 0.26988980174064636, 0.15252679586410522, 0.13530555367469788]"
269,Character.AI's $200 Million Bet That Chatbots Are The Future Of ...,2023-10-12,Forbes Africa,Magazine,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.39662715792655945, 0.2340238392353058, 0.21229839324951172, 0.15705068409442902]"
270,MEGA International Announces Udpated AI-driven Enterprise ...,2023-10-12,insideHPC,Other,en,negative,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3451635241508484, 0.3152739405632019, 0.24311025440692902, 0.0964522659778595]"
271,"Solix Technologies, Inc. Announces SOLIXCloud Enterprise AI to ...",2023-10-12,PR Newswire,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.2694729268550873, 0.25796663761138916, 0.23981837928295135, 0.232742041349411]"
272,AI’s Rapid Growth Combined with Other Emerging Technologies ...,2023-10-12,Retail TouchPoints,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.4325498044490814, 0.24897316098213196, 0.16923315823078156, 0.14924392104148865]"
273,"Meta Is Paying Celebs Millions for Their AI Likeness, Chatbot: Report",2023-10-12,Entrepreneur,Press Release Service,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.4559119641780853, 0.21048203110694885, 0.16928842663764954, 0.16431757807731628]"
274,SA startup Cue secures $500k funding to modernize AI-powered ...,2023-10-12,Innovation Village,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3111877143383026, 0.2667866349220276, 0.22019174695014954, 0.2018338441848755]"
275,This startup's AI is used by multi-million dollar companies to hire top talent,2023-10-12,Yahoo,Other,es,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3371065557003021, 0.26027098298072815, 0.20745660364627838, 0.19516587257385254]"
276,Local AI start-up bags R10m funding,2023-10-11,ITWeb,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.34098708629608154, 0.2587481141090393, 0.2233753502368927, 0.17688944935798645]"
277,AI friend Replika has been downloaded over 10 million times! Can AI promote mental health? - Future City@World...,2023-10-11,天下雜誌,Other,ko,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.7257235050201416, 0.13718046247959137, 0.07515054941177368, 0.061945490539073944]"
278,“Next year will be critical for generative AI startups due to cost issues”,2023-10-11,AI타임스,News Outlet,ko,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.552180290222168, 0.19486366212368011, 0.12872794270515442, 0.12422818690538406]"
279,Proteus Space raises seed funding for AI-assisted smallsat ...,2023-10-11,SpaceNews,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3594251275062561, 0.31719404458999634, 0.23370493948459625, 0.0896759107708931]"
